user_id	jobroles	career_level	discipline_id	industry_id	country	region	experience_n_entries_class	experience_years_experience	experience_years_in_current	edu_degree	edu_fieldofstudies
2098519	0	NULL	0	0	de	1	1	0	0	0	3
2359332	4383242,2958665,3852879	NULL	0	0	de	3	1	2	2	1	8
1587376	0	NULL	0	0	de	0	2	4	0	0	
149521	1604427,1377235,973885	1	0	0	de	0	3	4	1	2	8
508293	2111897	3	0	10	de	2	2	7	4	0	
564868	848921,315526,265439,3145630	5	0	0	de	0	3	7	4	3	
2841127	2995613	3	20	23	ch	0	3	6	1	0	
2265022	4306540	NULL	0	0	de	0	2	5	2	2	8
460050	3293484	0	0	0	de	0	2	4	2	1	8
2007221	3334817	0	12	16	de	9	3	4	1	0	
1888786	2978502	4	3	22	de	2	3	6	2	0	
2353806	1136409,831615	3	20	1	de	1	2	6	5	0	3
1759068	624061,3378061,4432807	4	0	0	de	0	3	6	1	0	
2960257	0	NULL	0	0	non_dach	0	2	2	0	2	
953452	483374	0	0	19	ch	0	2	7	5	0	
757864	2169794	3	0	14	de	2	3	6	3	0	
554987	2142758	0	0	11	de	2	2	7	4	0	
463558	2565768	NULL	0	0	de	2	1	0	0	0	
2418670	991642	3	13	9	de	0	1	2	1	0	
2344960	1549791	5	0	1	de	7	1	6	6	0	
763914	0	NULL	0	0	de	0	2	3	0	2	
1133347	8057,4480752,3321196,2140778	4	1	21	de	9	3	6	1	0	
775034	3378061,1667725	3	0	0	de	0	2	6	5	0	3
2413982	1890945	3	0	21	de	1	2	4	2	0	
1391623	0	NULL	0	0	de	0	3	7	0	0	
2189408	444534,4490078	3	0	0	de	0	2	5	3	0	
1509746	605391,4438218	3	18	9	de	2	3	6	3	2	3
2870075	2243194,30815,52995	0	0	7	de	9	1	7	7	0	
965994	1640135	0	3	8	de	1	1	5	5	0	
2140057	459668	3	0	15	de	10	2	4	3	1	8
2129860	524518,3482421,502342,3170691,4506924,744365	0	0	0	de	0	2	7	4	3	5
2346127	3913136	0	0	8	de	10	1	0	0	0	
468757	2566476,1581843	4	0	14	de	2	3	7	2	0	
1403495	3731273	3	0	0	de	0	1	4	2	0	
1913224	0	NULL	0	0	de	10	3	7	0	1	
645429	356069	3	0	0	de	0	2	4	2	2	7
396780	0	NULL	0	0	at	0	NULL	NULL	NULL	0	
1941613	3783721	3	16	15	de	10	3	7	1	0	2
109548	1581843,4284901,43445	4	0	23	de	7	1	7	7	0	
1066896	4545549,283291	6	0	0	de	0	3	7	6	2	
2135691	962959,502342,562962	0	0	0	de	0	3	6	5	2	8
1602257	0	NULL	0	0	de	3	1	0	0	0	
1125763	444534,3079492	NULL	0	0	de	6	2	3	3	1	8
298415	3418410	0	0	15	de	1	2	4	1	1	2
2021549	2995613,2314529,2573697	3	0	0	de	0	1	4	4	0	3
510151	500718,1766375	4	0	0	de	0	3	4	1	2	7
2813707	3768439,1247705,500718	4	0	21	de	9	2	5	3	2	3
2289489	3432139	NULL	0	0	de	2	3	4	0	2	3
2920385	4284901	6	0	0	ch	0	3	7	0	2	8
2010020	0	NULL	0	0	de	1	1	3	0	2	5
1295011	1136409,2314529	3	7	1	de	0	3	4	2	0	3
1201985	3771869	NULL	0	0	de	9	3	4	1	2	3
1382286	2192605	0	0	1	de	9	1	0	0	0	
1323140	3478136	0	0	22	de	10	3	5	1	0	
412545	3392240	4	13	1	de	0	2	5	2	0	
470286	2761131,920900	0	0	10	de	1	1	0	0	2	2
1799949	1549791,3378061	4	0	0	de	0	1	7	7	0	
803426	3731273	3	0	0	de	0	2	4	3	1	
1703497	4254729	NULL	0	0	non_dach	0	1	4	4	0	
2938969	401445,99840	3	14	1	de	1	3	5	5	2	5
1011830	0	NULL	0	0	de	9	3	0	0	0	2
627482	0	NULL	0	0	de	7	1	0	0	0	2,8
26823	114363	3	0	19	de	10	1	4	3	0	
505634	3586517	3	13	1	de	10	1	5	5	0	
1666299	2317118	2	0	5	de	2	3	5	2	2	3
768509	502342	4	0	9	de	1	2	7	4	0	3
534004	628321	0	0	12	de	6	3	5	1	1	7
1209986	2591149	3	0	1	ch	0	2	4	3	3	
1864258	2111897,221785	0	0	0	ch	0	2	7	4	2	5
187476	0	NULL	0	0	at	0	2	2	0	1	
1103565	4240613,2111897	4	0	0	de	0	2	6	1	2	2,8
2278749	99840	3	23	21	de	2	3	5	1	0	
767298	1745650,259369,1290667	3	20	9	de	1	2	5	3	0	
1078163	1792965,1162788,2135130,2772054	6	0	0	de	0	3	6	6	0	
91295	4490078	3	6	11	de	7	3	4	1	0	
2705909	0	0	0	0	de	0	1	6	6	2	5
2534702	3689751,2810794	4	0	15	de	2	2	6	4	2	
617202	2016844,4194622,4451534	0	5	2	de	9	1	3	2	0	8
1685302	3006972,2135130	0	0	10	de	4	3	5	4	2	2
1036037	2469291	0	0	21	at	0	2	4	1	0	
126771	1222051,812432,1012013,3135218	3	3	1	de	2	1	3	2	0	
82107	3145630,76751	NULL	0	0	de	4	3	6	0	0	
2551353	4141254	0	6	11	de	1	1	1	1	0	
1825527	3551384	4	0	0	de	0	2	4	1	2	
2982852	2317118,1283916,451319,1581843	3	2	14	de	1	3	5	2	0	5
434277	0	NULL	0	0	de	7	3	4	0	2	8
2519367	0	NULL	0	0	de	0	1	0	0	0	
1913581	0	NULL	0	0	de	0	2	2	0	2	6
2455659	0	NULL	0	0	de	9	2	1	0	0	8
1387478	0	0	0	15	de	10	3	5	2	0	8
2881650	1792965,4142874	3	0	13	de	1	3	6	5	2	9,4,2
2011066	4490078,1057841	3	6	21	de	10	3	6	2	0	8
1143156	2398589,4425593	3	0	0	de	0	3	7	3	0	7
1715614	3413328,4152065	2	0	0	de	0	3	4	2	2	2,8
1363697	4408755	NULL	0	0	de	8	2	4	2	0	5
2922238	502342	0	0	21	de	1	1	0	0	0	
1179582	388560,1604815	0	0	22	de	4	2	4	1	3	5,2,3,8
1763705	0	3	0	0	de	0	2	3	2	0	
1692426	3079492	NULL	0	0	NULL	NULL	3	5	1	2	
840799	3099696,764592,3913136	4	0	0	de	0	3	7	4	2	8
1771606	312113	0	0	8	de	9	1	0	0	3	
194359	425546	0	0	15	de	7	3	5	1	2	
1824666	0	NULL	0	0	de	0	3	7	0	0	
2762098	0	NULL	0	0	de	3	3	5	0	2	8
1579185	1057841	3	2	14	de	1	1	4	3	2	8
723662	2870601	0	0	21	de	9	3	6	2	1	8,5,2
2534097	2111897	4	0	0	de	0	2	7	3	0	
1066338	18903,1012013	3	1	21	de	0	2	5	2	0	5
2614202	1464339	0	15	1	de	1	2	4	1	0	
775692	812432	3	3	21	de	4	3	4	1	0	3
1982582	4020231	3	14	21	de	13	3	6	4	0	
696198	524518,3737229	0	0	15	de	9	2	5	3	3	8
1062737	0	NULL	0	0	non_dach	0	1	0	0	0	
2343265	3600555,508447	3	15	1	de	10	1	3	3	0	
2702965	0	0	0	18	at	0	1	0	0	0	
2067403	2338195	3	0	0	non_dach	0	2	5	2	3	5
289593	76751	3	2	14	de	2	3	6	2	1	
870926	0	NULL	0	0	de	6	1	2	0	2	
1127307	3868946,502342,3847702,319286	3	20	9	de	0	2	3	1	0	
925264	1072848	2	0	0	de	0	3	4	2	0	
2180477	0	NULL	0	0	de	10	2	0	0	0	
1746796	0	NULL	0	0	de	3	3	4	0	2	3
1302791	2585795,1766375	NULL	0	0	de	8	2	4	2	1	3
2421207	2458580	3	0	0	de	0	3	4	2	2	
15852	901174	0	3	1	de	0	3	4	1	1	8
2578086	1572134	6	0	0	de	0	3	1	1	1	2,8
734831	0	NULL	0	0	de	3	1	0	0	0	8
532789	3345009,3079492,1880959,2325779	NULL	0	0	de	1	3	6	1	1	2
2580924	3083772	NULL	0	0	de	4	3	4	2	1	2
2042257	3287640	0	0	15	de	9	1	0	0	0	
2457865	2314529	3	14	21	de	10	3	6	3	0	5
256329	1179799,1346372,2573697	0	0	0	de	0	2	6	6	3	6,8
113942	3487119,3731273,1506826	3	0	0	de	0	2	4	2	2	
386810	2111897,901174	0	0	0	de	0	1	5	5	0	
2777732	0	2	0	0	de	0	3	5	1	0	8
2249643	0	NULL	0	0	de	0	1	0	0	0	
2660776	812432	3	0	21	de	3	3	5	1	2	8
16272	2384286	5	0	1	de	2	3	7	2	0	
2532559	0	NULL	0	0	de	9	2	4	0	1	5
607076	579352,76751	4	0	15	de	9	2	7	7	2	
410005	1342939,221785	4	0	21	de	1	1	7	7	0	
1006216	2387238,3371139,2928384,4572761,1323247	3	7	10	non_dach	0	3	4	2	2	2
1513027	675056,22459	0	0	1	non_dach	0	1	0	0	0	
51271	860972,736866	3	8	13	de	1	3	4	2	1	
385214	4499767	3	3	15	de	3	3	5	2	0	
1413296	4432950,3432139	0	0	0	de	0	2	6	2	0	3
2698059	1035905,744365	0	0	10	de	2	1	0	0	0	
2580451	0	NULL	0	0	de	7	1	3	0	0	
2375945	401445	3	14	13	de	3	3	5	1	0	
2376358	1222051,3344527,3768439	3	3	22	de	0	3	4	1	0	
478036	0	0	0	18	de	1	3	7	5	0	
2106993	4138763	0	0	18	de	6	2	7	5	2	
1302415	704442,897463	NULL	0	0	at	0	3	4	2	1	7
1101920	0	NULL	0	0	de	6	3	4	0	2	8,2
2723362	2573697,319286	3	0	0	de	0	2	6	3	2	3
1340934	3432139,2154072	0	0	0	de	0	3	4	3	1	8
2566453	2458580	3	0	0	de	0	3	4	3	0	
1866992	240317	0	0	1	de	0	1	0	0	0	
2232218	2483504,1581843	0	0	0	de	0	2	4	3	0	8,2
2666436	0	NULL	0	0	de	2	1	0	0	0	
1136439	0	NULL	0	0	de	3	3	6	0	0	3
2299237	682906	0	3	8	de	3	3	5	1	0	2,9
1975468	1556405,2178060,3432139	0	0	15	de	6	2	7	2	0	5
347368	1530700,3792911,44411	0	0	15	de	6	3	6	1	0	
2380169	3079492,3321196,213841	0	0	4	de	7	2	2	1	1	8
1952829	4490078	0	0	0	de	0	2	4	3	2	8
745971	4321623	3	9	21	de	1	3	6	4	0	
103027	0	NULL	0	0	de	9	3	5	0	0	
2352276	0	NULL	0	0	ch	0	1	4	0	1	3
338902	1172155,1838786,2646148,1766375,3762211	4	15	1	non_dach	0	2	7	1	0	
2500458	2314529,1604427	1	14	21	de	0	1	2	2	0	
792203	3794933,3408137	3	8	21	de	1	1	4	4	0	
371099	0	NULL	0	0	de	6	1	0	0	0	
2150751	0	NULL	0	0	de	13	3	4	0	2	8,2
2210221	0	NULL	0	0	de	10	2	4	0	0	
845430	4237392,502342	0	0	23	de	2	2	6	4	0	8
2788980	3709783,4176007	0	0	0	de	0	2	7	5	0	
574247	906892,63375,44411	3	0	1	de	2	1	5	4	0	
273007	2915824	6	0	0	de	0	3	4	2	2	7
507756	0	NULL	0	0	de	10	3	4	0	1	2
2941469	1072229	3	0	0	de	0	1	5	2	2	3
1217829	4007215,4152065	NULL	0	0	de	1	3	4	1	1	
2390671	612078	3	7	19	de	4	3	5	3	2	1
1668865	1050665	0	0	16	ch	0	1	0	0	0	
2074738	4176007,3345009,1581843,2424638	3	0	0	de	0	2	7	6	0	3
1444428	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
1772367	4305206,1050665,1667725	4	12	16	de	2	3	6	3	0	6
2109235	610968	4	0	2	de	6	2	6	4	2	2
836787	3112107	0	0	15	at	0	1	0	0	0	
96187	0	0	6	15	de	2	3	6	1	0	3
1533608	2385717,30045	0	0	1	de	9	3	6	3	0	3
1351389	3768439,2111897	3	0	0	de	0	2	4	0	1	
1649949	3793361	NULL	0	0	de	9	3	2	1	2	7
134179	0	NULL	0	0	de	10	2	4	0	2	3,8
426214	1826305	4	10	19	de	3	3	5	2	0	
1728662	4136300,63375	0	0	15	de	9	1	3	3	0	
2017552	1581843,3145630	4	0	0	de	0	2	7	7	0	
261586	2978502	0	0	21	de	10	2	6	4	0	8
2798937	0	NULL	0	0	de	9	1	0	0	2	
2329577	3065718	0	0	6	non_dach	0	2	7	2	0	6
2850488	4141254	0	0	18	de	3	3	4	1	2	2
1186734	635441	4	3	8	de	2	3	4	1	0	
456892	0	NULL	0	0	de	9	3	5	0	3	5
2681988	4408755	3	18	10	ch	0	3	4	1	3	5
2261098	3672847	3	2	2	de	7	3	7	2	2	8
683500	444534	3	23	15	de	2	3	7	2	0	
2016046	0	NULL	0	0	de	0	2	2	0	2	4,5
1387575	0	NULL	0	0	at	0	3	4	0	2	2
2493593	324045,2387379,2717445,1118975,2996488	3	0	0	de	0	3	5	3	1	8
727280	229082	3	0	0	de	0	1	4	4	0	
1198545	0	NULL	0	0	de	7	1	2	0	1	5
283245	3913136	3	0	0	de	0	3	4	1	0	
2268636	1283916,2314529	3	0	21	de	13	3	7	3	0	
2024476	0	NULL	0	0	de	2	1	0	0	0	
762410	502342	0	0	4	non_dach	0	1	0	0	0	
2428179	483374,1038436	0	0	2	de	0	1	4	3	0	
1706695	366094	3	0	0	de	0	2	7	5	1	8
815818	3916449	0	0	3	de	10	1	7	7	2	2
1966848	3534618,2657518	NULL	0	0	de	9	3	3	1	2	7
192875	2314529	0	14	21	de	9	1	3	3	1	5
704186	3287640	3	0	0	de	0	3	7	2	0	
98798	3345371,2285759	NULL	0	0	de	6	1	5	5	2	2
933787	0	NULL	0	0	de	6	3	6	0	0	8
754377	1235122	3	0	0	de	0	3	5	2	0	2,7,8
508579	4284901	6	19	21	de	6	3	7	2	2	5,8
718308	974937	3	3	15	de	7	3	7	2	0	
2932298	76751,779220	3	0	8	de	9	1	0	0	2	3
2121428	1697616	6	0	0	de	0	1	6	6	0	
2009117	3684550,3287640	3	0	0	de	0	1	3	3	1	8
864335	3241763,2110329	0	0	5	de	9	1	4	4	0	
1665449	4458724	3	3	1	de	10	1	4	4	0	
1362279	0	NULL	0	0	de	13	2	4	0	2	3
1893766	0	NULL	0	0	de	9	3	4	0	2	8
1279754	695787,1802395,500718	3	0	9	de	1	2	7	3	0	
2926184	3528737,1283916	4	2	14	de	3	3	6	2	2	5
304047	3862256,3083772	0	0	0	de	0	3	7	2	2	5
262809	0	NULL	0	0	ch	0	1	0	0	0	
546156	3913136	3	0	1	at	0	1	6	6	0	3
824032	4380932	0	0	23	de	4	1	0	0	0	
506858	502342	NULL	0	0	de	3	2	3	1	1	
2210988	2550008,2150950,500718,576287	0	0	23	de	7	1	0	0	0	
1159211	1792965,4155779	3	0	5	de	10	2	5	4	0	3
2965908	1072229	3	18	1	de	1	2	4	2	1	3
2729926	925403,4432950,4408755	0	18	10	non_dach	0	1	4	4	2	5
401644	459668	3	23	1	ch	0	1	0	0	0	
62938	0	NULL	0	0	de	2	3	4	0	0	2,9
367414	2628571,2978502	4	0	0	de	0	3	5	1	2	2
2902132	0	NULL	0	0	de	3	3	4	0	1	
1780386	3281248,2573697	3	5	2	de	7	3	4	2	2	8,2
2751009	3903197	0	0	7	de	9	2	4	3	0	
2497575	0	NULL	0	0	de	0	3	6	0	2	8
2279513	3432139	3	3	15	de	1	3	6	4	0	
1815046	3920541,502342	0	0	0	at	0	3	7	5	0	
718915	3045845	0	0	14	de	0	2	3	1	2	8,2
79349	0	NULL	0	0	de	6	3	6	0	2	8
2269468	4284901	5	0	0	de	0	2	7	5	3	5
982313	1105841	0	0	15	de	9	3	5	2	0	
2406491	0	NULL	0	0	de	1	2	5	0	3	3
2045483	2317118	3	0	0	de	0	3	4	2	2	3
890094	76751,2573697,1792965,1549791,2995613	6	20	1	ch	0	3	7	5	0	3
2448162	2958665	0	0	15	de	1	3	4	2	2	1
58624	3028585	5	2	14	de	6	3	6	1	0	
710643	1549791,3482421,154542	5	0	2	at	0	2	5	5	2	3
2478072	745768	0	0	7	de	1	2	5	3	0	
1757307	508637	3	0	0	de	0	1	4	0	1	
1811995	494116,76751,3896313	4	3	23	de	9	3	7	3	0	
1881573	3378061,612078	3	0	0	de	0	2	7	1	0	5
807422	2429171	3	0	0	de	0	3	3	1	2	5
2301958	280732	0	0	11	de	6	1	0	0	0	
1479168	2804344,4176007	0	0	9	de	1	2	4	2	0	
2284617	2978502	0	9	18	de	6	2	5	2	0	
383992	3293484	0	0	1	de	9	3	5	2	1	
1532023	3378061	0	0	0	de	0	2	6	0	0	
1554816	18903	0	0	3	ch	0	3	7	5	0	
2378330	2915824,3482421,4321623	0	0	15	de	9	3	6	2	0	
1269505	0	0	0	0	de	0	3	7	2	3	5
1317825	4143327	4	15	1	de	1	3	5	3	0	
2213549	883551	NULL	0	0	at	0	2	4	2	0	
99795	3885841	3	23	9	de	1	3	5	1	0	
1597947	0	NULL	0	0	de	5	2	2	0	2	3
2494992	2509936,1838416	NULL	0	0	de	3	2	3	1	1	7
1576579	3240672,3321196,128836	3	2	15	de	9	3	7	4	0	7
1825611	3916449,1792965,762599,1940195	2	14	21	de	9	2	3	1	0	
1202201	1966021,4227194,494116,4505952,1601282	4	0	0	de	0	1	6	6	2	
1822428	3145630	5	0	15	at	0	3	7	1	2	8
1853861	1400489	3	14	21	de	3	3	7	2	0	
2198388	3684550,4026733,3916449	3	0	0	de	0	3	6	4	2	8,2
1560226	612078	3	0	0	de	0	2	5	2	0	3
2438765	745768,736866	0	0	15	de	1	3	4	1	0	
2638062	1287384,726713	0	0	8	de	1	2	3	2	1	3
1757252	0	NULL	0	0	de	2	3	4	0	1	5
501292	3600555,2572677	3	0	1	de	13	1	4	4	0	3
2501494	1741412,1581843	0	0	1	de	2	2	4	1	0	3
1787519	0	NULL	0	0	de	3	3	6	0	2	8
563976	2111897	4	0	0	de	0	3	6	3	0	
1153122	1746248	3	23	8	de	0	2	7	2	0	
2627379	3626685	0	0	23	de	1	2	4	2	1	8
1087903	4303733,695787,3587339,2881793	0	0	2	ch	0	1	3	3	0	
1688854	444534,3689751,2561178	2	10	1	de	1	3	5	2	2	
338903	2103647,2452140,4284901,3482421,1192706	4	9	18	non_dach	0	3	5	5	0	7
2338125	0	NULL	0	0	ch	0	2	5	0	0	5
506950	2447454	3	0	15	de	7	3	6	4	2	6
1612621	0	2	0	0	de	0	1	1	1	1	
2465659	3079492	NULL	0	0	de	9	3	3	1	2	3
449887	1072229	2	0	0	de	0	2	4	2	2	
1222811	2591149	2	0	1	de	1	2	4	3	0	3
1286318	1251145	0	0	13	de	1	1	0	0	0	
580429	0	NULL	0	0	de	2	3	5	0	0	8
2694463	3868946	4	16	1	de	2	3	7	1	0	3
1334031	0	0	0	8	de	2	1	0	0	0	
1479751	635441,1530700	0	0	8	de	1	1	4	3	1	
1966368	1953384,524518,4408755	0	0	0	de	0	3	4	1	2	8
1171860	2378915,4261419	0	0	21	de	6	2	5	3	0	
870218	4020231	0	0	0	de	0	2	4	2	0	
248323	76751	0	2	14	de	3	3	4	2	2	7,9,2,4
473768	0	NULL	0	0	de	9	1	0	0	0	
767651	2788056,3840279,3081292,44411	0	0	16	de	1	3	7	4	0	
1805505	0	NULL	0	0	de	2	2	3	0	3	7
1221901	76751	3	2	21	de	10	2	5	4	0	
2048206	2585795,3347280	NULL	0	0	de	1	3	4	3	0	3,5
905450	996660	0	0	15	de	2	3	6	1	0	
2189961	3088136,1968357	0	0	21	de	7	1	6	6	0	
1570292	751977	3	0	0	de	0	2	6	5	1	5
2295229	3093336	3	20	9	de	9	3	7	1	0	3
152824	3022784	0	0	15	de	9	1	0	0	0	
1407981	3293484	4	0	0	de	0	3	7	3	2	8
702714	726713	3	0	0	de	0	1	3	3	0	8
19704	2427634,3787672,3083772	NULL	0	0	de	2	3	2	1	1	
2563253	1838416,1523848	1	0	0	de	0	1	1	1	2	7
150818	1119112,897463,1910739,2928384	3	0	13	de	10	3	6	6	2	7
1389437	1869869	0	15	1	de	9	2	6	2	0	
925788	2572677,1395284	3	16	1	de	1	2	6	4	0	
1865778	3580664	3	0	14	de	9	1	5	4	0	
472919	2314529	3	18	21	de	2	3	5	2	2	3
1593807	2995613	3	7	21	de	1	2	3	1	1	5,3
2038903	1253876	3	0	0	de	0	3	4	1	3	8,2
1726545	502342	4	18	9	de	1	3	6	2	3	8,2
2127319	2016844	4	0	0	ch	0	2	5	0	0	
1456151	4284901	5	3	1	non_dach	0	1	0	0	0	
1683510	0	NULL	0	0	ch	0	2	4	0	0	
2844866	4046304	0	0	16	de	0	3	7	2	0	2
787946	3079492,4007215	1	0	0	de	0	3	5	2	1	3
1129172	1549791,897463	6	0	0	de	0	3	6	3	2	8,2
2095203	4484357,713579,2276399	0	0	0	de	0	2	7	4	0	
1888491	1119117,500718	3	0	21	de	9	3	4	2	2	
2127365	0	NULL	0	0	de	14	3	4	0	2	2
1109493	3492816,812432,4160943	3	20	1	de	1	3	5	1	1	3
2785309	0	NULL	0	0	de	13	1	0	0	0	
307573	0	4	0	0	de	0	2	6	5	2	2
1651211	0	NULL	0	0	de	2	3	4	0	2	2
2059390	4499767,1284613,1012013	3	13	9	de	0	3	6	2	0	
2161859	0	NULL	0	0	de	7	1	0	0	0	
2476005	0	NULL	0	0	non_dach	0	1	3	0	0	8
2444961	319286	3	20	1	de	1	3	5	2	0	
1340001	4129572,1581843,3321196	0	0	0	de	0	3	4	2	0	8
67126	2608520,379153	3	0	9	de	6	3	7	3	0	
1548903	0	0	0	0	de	0	3	6	0	2	
2333588	99840	3	0	8	de	9	2	7	7	0	
1989440	3754554	3	3	2	de	15	3	4	2	0	
653256	4284901	0	0	2	de	7	3	7	4	1	
854579	500718	3	13	8	de	2	3	5	3	0	
1439928	1583368,480452,3328595,3432139,1284613	3	0	0	de	0	3	4	2	2	3
551058	2118130,2573697,229082,1342939	3	0	0	de	0	1	5	4	2	8
1043186	2682049	4	13	1	de	6	3	6	1	0	
637617	2249606	4	0	8	de	2	3	5	3	0	
81151	1284613,352165,1296269	3	13	1	ch	0	3	5	2	0	
289441	3870375	0	0	0	at	0	2	6	4	1	4,7
2982710	4380932,3788202	3	13	9	de	6	3	5	2	0	
255343	0	NULL	0	0	de	10	3	4	0	1	8
157601	325135	3	20	9	de	1	3	4	1	0	3
326640	2447454	2	0	0	de	0	1	1	1	1	6
469068	0	NULL	0	0	de	1	2	2	0	1	7,8
1777781	991642	NULL	0	0	de	10	2	2	2	1	5
1795880	1302886,1974584,154053,99231,2483504	4	13	23	de	1	3	4	2	2	8
58798	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
1937597	2978502	0	3	8	de	9	2	6	3	0	
2847275	1855913,3963321,2196170,2585795	0	0	19	de	2	3	3	2	0	8
455330	3582227,612078	2	0	0	de	0	2	5	1	1	3,5
1817920	3242841	0	0	1	de	7	1	0	0	0	
1983597	962959,4434245	4	18	10	de	3	3	6	2	3	5
759173	3474546	3	0	9	non_dach	0	3	4	2	2	
1709442	2865345	4	0	0	de	0	1	4	4	0	
1134338	2325779	0	0	0	de	0	1	0	0	3	
1401263	0	NULL	0	0	non_dach	0	NULL	NULL	NULL	0	
997790	4533036	0	0	21	non_dach	0	1	0	0	0	
1025746	4271874	3	22	2	non_dach	0	3	6	2	2	8
2267608	76751	0	0	14	at	0	3	5	2	0	5
2107589	4474296,907741	4	2	21	de	1	3	6	2	2	8,2
399654	3689751,213841,3240672,991642	4	0	0	de	0	3	5	4	0	3
2012221	2865345,996660	2	0	0	de	0	3	5	4	2	8
1069071	897463	3	0	0	de	0	1	0	0	2	
2249575	0	NULL	0	0	at	0	2	4	0	0	8,5,2
2407527	2016844,2573697,3081292	3	0	23	de	6	3	4	3	1	8
1321371	1072848	3	0	0	de	0	3	4	2	1	8
2185033	4571752,2424638	3	0	0	de	0	2	5	5	0	
2202947	3908935	0	17	18	de	6	3	4	2	2	2
1110675	3913136,1833319,4290060	4	0	5	de	2	3	6	3	2	5
494920	2314529	3	14	21	de	10	1	3	2	2	5
1338728	612078	3	15	9	de	1	3	4	2	2	3
2099585	792504,3378061	4	0	0	de	0	3	6	1	1	3
1114483	0	NULL	0	0	de	1	3	5	0	2	5
818512	0	NULL	0	0	de	10	3	7	0	0	
231269	630417	0	0	19	de	9	1	0	0	0	
1344334	0	NULL	0	0	de	1	1	1	0	0	3
1670094	412919,2978502	4	0	0	de	0	3	4	1	0	
1060183	1549791,312113	6	7	5	de	2	3	7	4	0	8
1070230	0	0	0	15	de	10	1	0	0	0	
2522143	1287384,4166676	3	0	8	de	4	3	7	4	0	
395455	3387393,1766375,2314529	NULL	0	0	de	2	2	7	2	0	3
1371321	3500451	0	1	15	de	1	1	0	0	0	
1864479	4141254	0	0	0	de	0	2	2	2	0	7
437610	2804344,2368386,229082,2978502	3	0	9	de	1	3	4	2	2	8,5,2
1101143	1162788	6	19	14	de	7	3	7	1	0	
662908	4169675	6	0	0	ch	0	3	7	3	0	8
304430	2616578,213841,4490078	4	6	21	de	6	3	4	1	1	8,2
2748374	444534	0	0	14	de	9	1	0	0	0	
2883630	3088136	3	0	20	de	9	3	5	4	0	
422901	749248	4	5	2	de	6	3	5	3	2	5,8
361390	1050454	0	0	20	de	2	3	4	1	1	8
2092902	502342,3145630,4499767	5	0	0	de	0	3	2	2	0	5
1479407	1581843,3054027	4	0	0	de	0	2	4	2	2	8
1874792	0	NULL	0	0	de	9	3	5	0	2	8
928905	2527907	NULL	0	0	de	1	2	3	1	2	
1812086	4206333,4547168,983381,4284901	6	0	0	de	0	3	6	4	2	4,7
991745	3916352,187361	0	0	5	de	1	1	4	3	2	5,3
585839	240317	3	0	9	de	2	1	7	5	0	
778317	2102139	0	0	15	de	0	1	0	0	0	
777581	0	3	0	0	de	0	2	5	0	3	5
46308	0	NULL	0	0	de	3	1	0	0	0	
1742502	635441	4	0	21	de	2	2	5	4	0	
1731495	0	NULL	0	0	de	9	3	5	0	2	4
1112960	0	NULL	0	0	de	1	3	5	0	0	8
1902104	4533036,4580338	4	0	0	at	0	1	4	2	0	
2007755	1012013,1207236	3	0	15	de	7	1	0	0	0	
1229047	0	NULL	0	0	de	2	1	4	0	0	4
2039192	1817704,1242693	3	0	0	de	0	3	5	4	0	
654988	2380081,996660	0	11	1	de	9	3	6	2	0	
2873136	3731273,3345382,508447	3	20	1	de	2	3	5	3	2	3
2919205	249168	0	0	0	de	0	1	4	4	1	2,8
2918419	0	NULL	0	0	ch	0	1	0	0	0	
782781	3432139	4	9	18	de	9	3	5	1	0	
851132	4245788	3	0	23	de	6	1	5	3	0	
1799762	3145630,1857995	NULL	0	0	de	9	3	4	3	2	7,2
334547	695787	NULL	0	0	de	9	1	0	0	0	
865333	412919	2	9	21	de	2	3	4	2	1	8
2009401	4196586,4007215	NULL	0	0	de	4	2	2	1	2	3
2912375	2458580	3	0	0	de	0	1	3	2	0	
2395572	3170691,494116,3499536,1838786,2396442	4	0	0	de	0	3	0	0	2	
2262629	312113	6	0	0	at	0	3	5	0	3	3
2531036	1310272,412919	3	0	0	de	0	3	6	2	2	5
2467692	3478136	0	0	0	de	0	2	0	0	0	
517603	502342	0	0	18	de	1	2	4	3	2	5,8
2336336	0	NULL	0	0	de	2	3	7	0	0	
6534	106575	0	0	19	de	7	3	7	2	0	3
389309	3482421	6	9	18	de	9	1	0	0	0	
937123	4141254,154542	3	0	21	de	2	2	4	4	0	
1593252	2978502	4	0	1	de	9	2	7	5	0	
528462	1162788,744365,239872,3482421	0	2	14	at	0	3	7	4	0	8
412738	2083509	3	14	21	de	2	1	4	3	0	
2479508	63258	4	0	0	de	0	2	6	5	0	3
2199843	453967,494116	0	0	5	at	0	3	6	1	0	
535062	2084716,1581843,1371812,996660	4	13	23	de	7	3	5	2	0	
522572	3248244,3550089,4305724,3240672,4206556,21641,2394577,4483314	3	0	0	de	0	2	4	4	1	5
776632	4277362,2285759	3	0	0	at	0	3	4	1	2	
1427125	0	0	3	8	de	2	3	6	0	0	
1175418	2862074,3081292,128836	0	0	15	de	10	2	7	0	0	
2067962	0	NULL	0	0	de	1	3	0	0	0	3
1986497	0	0	0	14	de	9	1	6	0	0	
1113875	412919	4	0	0	de	0	3	5	2	0	
